Date,Nom_Client,Prenom_Client,Email_Client,Produit,Region,Type_Client,Quantité,Prix_Unitaire,Coût_Unitaire,Bonus_%,Heure_d'achat
2026-12-07,Ba,Amadou,amadou.ba418@example.sn,Smartphone,Ziguinchor,Standard,9,321,517,0%,7807
2026-01-04,Ndiaye,Penda,penda.ndiaye403@example.sn,Smartphone,Kolda,Standard,12,545,341,0%,62347
2026-11-23,Diallo,Amadou,amadou.diallo856@example.sn,Casque,Fatick,Standard,11,1013,691,0%,46079
2026-11-02,Dramé,Omar,omar.dramé229@example.sn,Tablette,Tambacounda,Standard,19,372,634,0%,73038
2026-04-05,Cisse,Fatou,fatou.cisse753@example.sn,Imprimante,Fatick,Premium,8,242,433,0%,21250
2026-07-28,Dramé,Khadija,khadija.dramé442@example.sn,Ecran,Dakar,Standard,7,557,803,0%,65348
2026-08-13,Cisse,Khadija,khadija.cisse815@example.sn,Imprimante,Dakar,Standard,14,1362,486,0%,13953
2026-12-14,Fall,Penda,penda.fall464@example.sn,Souris,Matam,Standard,2,1211,987,5%,18137
2026-11-17,Diop,Penda,penda.diop663@example.sn,Casque,Tambacounda,Standard,12,1053,374,5%,34949
2026-02-16,Ndiaye,Moussa,moussa.ndiaye772@example.sn,Ecran,Dakar,Standard,1,1384,669,0%,21828
2026-06-30,Fall,Omar,omar.fall935@example.sn,Laptop,Tambacounda,Standard,10,236,71,0%,16731
2026-04-16,Diallo,Fatou,fatou.diallo817@example.sn,Clavier,Thies,Premium,1,919,643,0%,76964
2026-07-18,Dramé,Mariama,mariama.dramé149@example.sn,Smartphone,Kaolack,Premium,10,336,254,0%,24782
2026-04-16,Cisse,Omar,omar.cisse997@example.sn,Souris,Kolda,Premium,8,521,642,5%,49147
2026-10-07,Diallo,Mariama,mariama.diallo507@example.sn,Ecran,Fatick,Standard,13,137,952,0%,51176
2026-09-17,Gaye,Seydou,seydou.gaye663@example.sn,Laptop,Fatick,VIP,14,485,880,5%,27279
2026-04-18,Diop,Awa,awa.diop650@example.sn,Souris,Tambacounda,Standard,10,187,621,0%,606
2026-01-19,Ba,Penda,penda.ba845@example.sn,Imprimante,Fatick,Premium,1,928,76,5%,5235
2026-10-23,Gaye,Moussa,moussa.gaye826@example.sn,Imprimante,Ziguinchor,Standard,6,1437,801,0%,284
2026-11-02,Dramé,Penda,penda.dramé539@example.sn,Clavier,Dakar,Premium,12,975,435,10%,74806
2026-06-20,Diop,Khadija,khadija.diop764@example.sn,Ecran,Ziguinchor,Standard,15,166,1182,10%,17877
2026-11-27,Diop,Penda,penda.diop685@example.sn,Smartphone,Matam,Premium,13,896,498,5%,19766
2026-07-14,Diallo,Khadija,khadija.diallo841@example.sn,Souris,Fatick,Standard,15,1008,143,0%,4518
2026-01-12,Gaye,Amadou,amadou.gaye105@example.sn,Smartphone,Fatick,Standard,16,905,604,0%,38584
2026-07-14,Diallo,Penda,penda.diallo37@example.sn,Clavier,Thies,Standard,12,1136,58,10%,5138
2026-10-10,Diallo,Omar,omar.diallo997@example.sn,Casque,Dakar,Standard,11,1147,740,0%,41605
2026-07-01,Diallo,Mariama,mariama.diallo239@example.sn,Ecran,Kaolack,Standard,12,431,854,5%,52913
2026-11-01,Dramé,Omar,omar.dramé425@example.sn,Clavier,Matam,Standard,2,1093,489,0%,67106
2026-05-24,Cisse,Ibrahima,ibrahima.cisse465@example.sn,Clavier,Dakar,Standard,3,1102,318,0%,20085
2026-11-12,Cisse,Khadija,khadija.cisse34@example.sn,Souris,Thies,Standard,17,1235,395,5%,33279
2026-07-01,Dramé,Seydou,seydou.dramé696@example.sn,Imprimante,Fatick,VIP,14,755,1155,0%,2814
2026-01-30,Ndiaye,Ibrahima,ibrahima.ndiaye413@example.sn,Ecran,Ziguinchor,Premium,7,871,734,10%,55536
2026-03-25,Ba,Amadou,amadou.ba682@example.sn,Tablette,Louga,Standard,14,1347,148,0%,6199
2026-06-15,Fall,Omar,omar.fall551@example.sn,Smartphone,Matam,Standard,9,335,494,5%,70947
2026-10-11,Ba,Seydou,seydou.ba174@example.sn,Ecran,Kolda,Standard,10,1337,133,0%,72692
2026-10-08,Dramé,Mariama,mariama.dramé217@example.sn,Imprimante,Matam,Standard,11,799,79,0%,50702
2026-04-06,Sow,Fatou,fatou.sow958@example.sn,Souris,Dakar,Standard,11,1124,883,0%,6948
2026-09-23,Fall,Moussa,moussa.fall994@example.sn,Smartphone,Kaolack,VIP,19,1193,846,0%,83664
2026-10-25,Ndiaye,Penda,penda.ndiaye623@example.sn,Casque,Ziguinchor,Premium,13,918,504,0%,57351
2026-10-23,Traore,Penda,penda.traore382@example.sn,Ecran,Kolda,Premium,10,1481,748,0%,54796
2026-08-13,Fall,Fatou,fatou.fall627@example.sn,Casque,Louga,Standard,16,699,884,0%,4047
2026-11-29,Diop,Penda,penda.diop851@example.sn,Tablette,Louga,Standard,10,682,1193,0%,51890
2026-12-27,Dramé,Omar,omar.dramé78@example.sn,Tablette,Saint-Louis,VIP,10,615,142,0%,2711
2026-02-11,Traore,Fatou,fatou.traore529@example.sn,Tablette,Thies,Standard,12,1389,783,5%,72153
2026-10-30,Ba,Ibrahima,ibrahima.ba644@example.sn,Imprimante,Thies,Standard,1,374,261,0%,37458
2026-09-03,Traore,Ibrahima,ibrahima.traore362@example.sn,Casque,Fatick,Standard,18,896,166,0%,78914
2026-07-27,Dramé,Amadou,amadou.dramé110@example.sn,Clavier,Ziguinchor,Standard,11,72,652,0%,35335
2026-08-25,Ba,Moussa,moussa.ba10@example.sn,Imprimante,Tambacounda,Standard,7,272,906,0%,33325
2026-01-22,Dramé,Awa,awa.dramé360@example.sn,Souris,Dakar,Standard,14,888,954,10%,79335
2026-07-04,Gaye,Fatou,fatou.gaye16@example.sn,Smartphone,Ziguinchor,VIP,8,837,148,0%,66268
2026-08-30,Sow,Awa,awa.sow327@example.sn,Smartphone,Dakar,Standard,4,88,361,0%,64862
2026-12-29,Ndiaye,Penda,penda.ndiaye632@example.sn,Souris,Kolda,Premium,3,820,696,0%,78930
2026-10-10,Ndiaye,Fatou,fatou.ndiaye864@example.sn,Laptop,Matam,Premium,10,976,206,0%,8366
2026-02-10,Diop,Moussa,moussa.diop518@example.sn,Casque,Kaolack,Premium,9,1336,575,0%,41107
2026-12-02,Sow,Amadou,amadou.sow195@example.sn,Casque,Dakar,Premium,15,434,1156,5%,29740
2026-06-11,Sow,Mariama,mariama.sow737@example.sn,Tablette,Matam,Standard,8,1484,1177,0%,17365
2026-06-09,Diop,Ibrahima,ibrahima.diop471@example.sn,Imprimante,Ziguinchor,Standard,13,1059,512,0%,8876
2026-03-30,Ba,Khadija,khadija.ba352@example.sn,Ecran,Dakar,VIP,7,754,1103,0%,72714
2026-11-18,Diop,Khadija,khadija.diop644@example.sn,Ecran,Thies,Standard,13,631,715,10%,83456
2026-01-12,Ba,Ibrahima,ibrahima.ba722@example.sn,Souris,Ziguinchor,Standard,6,157,295,5%,30344
2026-03-14,Diop,Penda,penda.diop17@example.sn,Laptop,Kolda,Standard,10,820,1144,0%,82998
2026-03-17,Fall,Amadou,amadou.fall585@example.sn,Laptop,Tambacounda,VIP,19,1260,292,5%,58315
2026-12-12,Fall,Amadou,amadou.fall145@example.sn,Casque,Matam,VIP,11,307,427,0%,6107
2026-07-20,Gaye,Mariama,mariama.gaye908@example.sn,Tablette,Tambacounda,Standard,16,813,776,0%,82455
2026-01-10,Cisse,Penda,penda.cisse392@example.sn,Smartphone,Matam,Premium,14,401,428,0%,6372
2026-12-18,Diop,Ibrahima,ibrahima.diop195@example.sn,Tablette,Kolda,Standard,9,325,724,0%,27767
2026-08-14,Sow,Mariama,mariama.sow648@example.sn,Smartphone,Thies,Standard,16,332,393,0%,50461
2026-06-25,Fall,Omar,omar.fall937@example.sn,Ecran,Fatick,Standard,9,836,216,0%,26834
2026-10-03,Diallo,Awa,awa.diallo381@example.sn,Casque,Tambacounda,Premium,6,368,358,0%,9382
2026-02-08,Ba,Khadija,khadija.ba973@example.sn,Imprimante,Ziguinchor,Standard,6,774,1047,0%,39
2026-03-01,Fall,Seydou,seydou.fall570@example.sn,Tablette,Saint-Louis,Standard,18,517,460,5%,22842
2026-03-07,Fall,Khadija,khadija.fall175@example.sn,Laptop,Tambacounda,Standard,19,424,1086,0%,43247
2026-11-17,Dramé,Penda,penda.dramé907@example.sn,Souris,Matam,Standard,17,1262,574,10%,24884
2026-05-04,Ba,Moussa,moussa.ba648@example.sn,Clavier,Thies,Standard,4,1263,1091,0%,14614
2026-06-13,Ndiaye,Khadija,khadija.ndiaye914@example.sn,Laptop,Kaolack,Standard,19,1147,765,10%,37617
2026-06-08,Traore,Fatou,fatou.traore823@example.sn,Ecran,Ziguinchor,Standard,11,199,562,0%,68354
2026-02-26,Ba,Amadou,amadou.ba330@example.sn,Souris,Ziguinchor,Standard,11,1165,610,5%,43149
2026-03-19,Gaye,Khadija,khadija.gaye698@example.sn,Smartphone,Kaolack,Premium,11,701,968,10%,14878
2026-07-13,Dramé,Fatou,fatou.dramé724@example.sn,Casque,Saint-Louis,Standard,19,664,296,5%,55030
2026-10-12,Ba,Awa,awa.ba166@example.sn,Tablette,Saint-Louis,Premium,8,763,506,0%,82437
2026-01-15,Ba,Khadija,khadija.ba867@example.sn,Ecran,Ziguinchor,Premium,16,289,715,0%,61312
2026-01-12,Cisse,Omar,omar.cisse740@example.sn,Ecran,Tambacounda,Standard,8,1134,485,10%,44490
2026-04-11,Dramé,Khadija,khadija.dramé294@example.sn,Casque,Louga,Standard,9,660,760,5%,6838
2026-06-05,Ba,Khadija,khadija.ba810@example.sn,Casque,Dakar,Standard,12,285,1109,5%,51435
2026-12-06,Traore,Penda,penda.traore37@example.sn,Smartphone,Kaolack,VIP,12,1305,392,0%,63956
2026-05-05,Traore,Seydou,seydou.traore360@example.sn,Casque,Tambacounda,Standard,2,278,1042,0%,18037
2026-12-25,Diallo,Omar,omar.diallo92@example.sn,Tablette,Tambacounda,Standard,6,962,333,0%,19577
2026-10-07,Dramé,Khadija,khadija.dramé633@example.sn,Ecran,Louga,VIP,4,805,676,0%,19182
2026-04-20,Ndiaye,Khadija,khadija.ndiaye675@example.sn,Laptop,Thies,Premium,13,780,128,0%,24097
2026-11-30,Ba,Khadija,khadija.ba379@example.sn,Casque,Tambacounda,Standard,4,357,585,0%,68807
2026-12-23,Cisse,Fatou,fatou.cisse550@example.sn,Tablette,Ziguinchor,Standard,9,1129,163,0%,43664
2026-05-26,Cisse,Awa,awa.cisse404@example.sn,Tablette,Kolda,Standard,7,1358,176,10%,48107
2026-08-04,Sow,Moussa,moussa.sow489@example.sn,Smartphone,Saint-Louis,Standard,6,1291,257,0%,53627
2026-06-11,Ndiaye,Moussa,moussa.ndiaye222@example.sn,Casque,Saint-Louis,Standard,18,1402,429,5%,59101
2026-05-08,Cisse,Moussa,moussa.cisse623@example.sn,Ecran,Kolda,Standard,15,1252,897,10%,21761
2026-11-10,Traore,Ibrahima,ibrahima.traore939@example.sn,Smartphone,Saint-Louis,Standard,16,176,633,5%,21135
2026-11-28,Sow,Moussa,moussa.sow369@example.sn,Laptop,Kaolack,Standard,1,1308,1034,0%,74564
2026-05-30,Diop,Khadija,khadija.diop223@example.sn,Laptop,Kolda,Standard,10,971,921,0%,46277
2026-02-05,Cisse,Fatou,fatou.cisse313@example.sn,Souris,Kaolack,Premium,4,1298,1140,0%,81908
2026-06-22,Gaye,Khadija,khadija.gaye164@example.sn,Imprimante,Ziguinchor,Standard,4,785,448,10%,12369
2026-01-22,Dramé,Khadija,khadija.dramé389@example.sn,Tablette,Thies,Premium,18,1404,1113,0%,30796
2026-07-25,Cisse,Amadou,amadou.cisse209@example.sn,Casque,Matam,Standard,13,78,536,0%,19362
2026-05-07,Fall,Penda,penda.fall689@example.sn,Souris,Kolda,Standard,1,236,686,0%,74169
2026-12-02,Ndiaye,Awa,awa.ndiaye247@example.sn,Ecran,Tambacounda,Standard,10,198,196,0%,81795
2026-12-22,Fall,Ibrahima,ibrahima.fall680@example.sn,Tablette,Kaolack,Standard,1,53,161,0%,48458
2026-08-05,Diallo,Awa,awa.diallo714@example.sn,Ecran,Saint-Louis,Standard,2,1365,367,0%,12690
2026-04-06,Cisse,Moussa,moussa.cisse176@example.sn,Casque,Kaolack,Standard,9,732,905,0%,82873
2026-06-13,Diop,Khadija,khadija.diop235@example.sn,Imprimante,Fatick,Standard,1,132,91,0%,4802
2026-05-28,Fall,Omar,omar.fall888@example.sn,Smartphone,Dakar,Standard,15,1227,1180,0%,4969
2026-01-18,Fall,Seydou,seydou.fall260@example.sn,Laptop,Thies,Standard,15,1034,52,0%,61859
2026-10-21,Ndiaye,Seydou,seydou.ndiaye289@example.sn,Souris,Tambacounda,Standard,2,968,1158,0%,19648
2026-07-14,Sow,Penda,penda.sow485@example.sn,Ecran,Ziguinchor,Standard,12,1047,327,0%,61542
2026-05-31,Diop,Ibrahima,ibrahima.diop507@example.sn,Souris,Kolda,Standard,18,525,880,0%,84538
2026-12-31,Fall,Fatou,fatou.fall973@example.sn,Laptop,Louga,Standard,10,380,1039,0%,48617
2026-05-03,Ba,Penda,penda.ba987@example.sn,Smartphone,Saint-Louis,Standard,13,398,87,0%,82402
2026-07-06,Diop,Amadou,amadou.diop742@example.sn,Clavier,Saint-Louis,Premium,9,1379,476,0%,12020
2026-05-29,Ba,Khadija,khadija.ba544@example.sn,Clavier,Fatick,Standard,3,517,472,0%,45578
2026-04-14,Cisse,Mariama,mariama.cisse710@example.sn,Ecran,Saint-Louis,Standard,8,826,1039,0%,76891
2026-08-31,Fall,Ibrahima,ibrahima.fall420@example.sn,Clavier,Tambacounda,VIP,14,736,1024,0%,5190
2026-08-19,Fall,Khadija,khadija.fall793@example.sn,Casque,Saint-Louis,VIP,16,1186,927,10%,80212
2026-07-25,Traore,Omar,omar.traore438@example.sn,Souris,Tambacounda,Standard,6,218,784,10%,48389
2026-07-17,Traore,Awa,awa.traore548@example.sn,Smartphone,Fatick,Standard,9,1342,366,5%,83427
2026-12-03,Ndiaye,Fatou,fatou.ndiaye978@example.sn,Casque,Kolda,Standard,4,1410,298,0%,31712
2026-03-28,Dramé,Seydou,seydou.dramé910@example.sn,Casque,Kolda,Premium,19,1259,85,5%,38844
2026-05-22,Dramé,Ibrahima,ibrahima.dramé452@example.sn,Ecran,Saint-Louis,Standard,15,780,1030,0%,2875
2026-11-13,Sow,Ibrahima,ibrahima.sow977@example.sn,Smartphone,Matam,Standard,11,1431,249,10%,15518
2026-07-18,Ndiaye,Awa,awa.ndiaye219@example.sn,Casque,Dakar,VIP,10,1395,1070,0%,84081
2026-02-15,Dramé,Omar,omar.dramé556@example.sn,Ecran,Matam,Standard,8,303,117,0%,59610
2026-10-15,Ndiaye,Khadija,khadija.ndiaye719@example.sn,Souris,Thies,Standard,3,210,1034,0%,55318
2026-01-15,Fall,Fatou,fatou.fall500@example.sn,Smartphone,Kaolack,Premium,19,895,511,0%,24448
2026-02-13,Traore,Awa,awa.traore480@example.sn,Imprimante,Fatick,Premium,4,76,1090,0%,76456
2026-06-18,Traore,Awa,awa.traore695@example.sn,Clavier,Louga,Standard,13,355,683,5%,61785
2026-11-06,Traore,Awa,awa.traore739@example.sn,Clavier,Kolda,Standard,9,620,1166,5%,50211
2026-02-13,Dramé,Ibrahima,ibrahima.dramé577@example.sn,Casque,Matam,Standard,13,405,227,0%,36024
2026-04-08,Diop,Ibrahima,ibrahima.diop904@example.sn,Laptop,Thies,Standard,9,1036,966,0%,39458
2026-09-18,Gaye,Ibrahima,ibrahima.gaye673@example.sn,Smartphone,Kaolack,Standard,19,1228,881,5%,32817
2026-04-19,Fall,Ibrahima,ibrahima.fall915@example.sn,Tablette,Dakar,Standard,16,748,436,10%,37742
2026-10-10,Cisse,Fatou,fatou.cisse472@example.sn,Ecran,Fatick,Premium,18,745,445,5%,72500
2026-12-09,Ndiaye,Omar,omar.ndiaye559@example.sn,Imprimante,Kaolack,Premium,19,1067,772,0%,84213
2026-04-14,Traore,Mariama,mariama.traore989@example.sn,Tablette,Matam,Premium,17,377,1167,0%,79795
2026-09-13,Traore,Fatou,fatou.traore486@example.sn,Casque,Thies,VIP,12,518,412,10%,57513
2026-07-25,Traore,Omar,omar.traore207@example.sn,Laptop,Matam,Standard,11,1378,113,10%,48276
2026-12-01,Fall,Khadija,khadija.fall953@example.sn,Smartphone,Thies,Standard,17,777,520,0%,51357
2026-02-12,Traore,Amadou,amadou.traore530@example.sn,Clavier,Matam,Standard,6,706,843,0%,15934
2026-12-19,Sow,Khadija,khadija.sow508@example.sn,Casque,Dakar,Standard,15,427,580,0%,46121
2026-09-02,Ndiaye,Omar,omar.ndiaye520@example.sn,Smartphone,Thies,Premium,2,1322,279,0%,14201
2026-10-14,Fall,Awa,awa.fall699@example.sn,Smartphone,Ziguinchor,Standard,14,421,648,0%,39517
2026-12-21,Ndiaye,Mariama,mariama.ndiaye334@example.sn,Smartphone,Dakar,Standard,3,817,626,0%,37637
2026-09-30,Ba,Seydou,seydou.ba697@example.sn,Laptop,Ziguinchor,Standard,12,375,1175,0%,51078
2026-03-24,Diallo,Penda,penda.diallo944@example.sn,Smartphone,Ziguinchor,Premium,6,516,394,0%,4990
2026-04-20,Sow,Ibrahima,ibrahima.sow476@example.sn,Laptop,Fatick,Standard,5,1074,954,0%,76267
2026-07-09,Diop,Moussa,moussa.diop782@example.sn,Laptop,Thies,VIP,7,727,945,0%,82323
2026-10-15,Diop,Seydou,seydou.diop605@example.sn,Souris,Thies,Standard,6,587,1095,0%,65994
2026-09-08,Gaye,Seydou,seydou.gaye148@example.sn,Imprimante,Louga,Standard,19,1270,912,0%,82053
2026-07-31,Sow,Khadija,khadija.sow251@example.sn,Smartphone,Tambacounda,Standard,14,330,874,0%,13011
2026-10-18,Ndiaye,Ibrahima,ibrahima.ndiaye325@example.sn,Souris,Saint-Louis,Premium,18,677,88,0%,37553
2026-05-13,Diop,Amadou,amadou.diop676@example.sn,Clavier,Matam,VIP,14,546,781,0%,7389
2026-07-20,Diallo,Omar,omar.diallo742@example.sn,Souris,Saint-Louis,VIP,8,107,372,5%,45135
2026-10-12,Diop,Ibrahima,ibrahima.diop144@example.sn,Imprimante,Tambacounda,Standard,14,478,577,0%,84174
2026-11-22,Traore,Moussa,moussa.traore197@example.sn,Souris,Kaolack,Standard,19,71,313,0%,59732
2026-04-05,Gaye,Moussa,moussa.gaye699@example.sn,Imprimante,Fatick,Standard,3,318,110,0%,4021
2026-10-05,Fall,Omar,omar.fall588@example.sn,Ecran,Dakar,VIP,15,658,613,5%,72807
2026-11-21,Cisse,Seydou,seydou.cisse78@example.sn,Ecran,Dakar,Standard,16,1482,542,0%,32384
2026-08-07,Cisse,Ibrahima,ibrahima.cisse448@example.sn,Ecran,Kolda,Standard,15,1347,465,0%,60569
2026-03-30,Diop,Moussa,moussa.diop86@example.sn,Smartphone,Louga,Standard,14,104,800,0%,38003
2026-03-13,Ndiaye,Omar,omar.ndiaye409@example.sn,Clavier,Ziguinchor,Standard,15,617,308,10%,80611
2026-09-04,Ndiaye,Penda,penda.ndiaye383@example.sn,Casque,Thies,Standard,7,459,756,0%,24026
2026-05-09,Traore,Penda,penda.traore21@example.sn,Tablette,Thies,Standard,5,1442,622,10%,18000
2026-07-31,Diop,Fatou,fatou.diop496@example.sn,Casque,Fatick,VIP,9,539,922,0%,74175
2026-12-09,Diop,Ibrahima,ibrahima.diop804@example.sn,Laptop,Louga,VIP,16,165,500,5%,32059
2026-04-06,Cisse,Mariama,mariama.cisse767@example.sn,Imprimante,Matam,Standard,2,1403,468,0%,57102
2026-03-16,Ba,Omar,omar.ba758@example.sn,Casque,Saint-Louis,VIP,7,133,921,0%,59161
2026-02-23,Diop,Seydou,seydou.diop773@example.sn,Tablette,Saint-Louis,Standard,12,343,170,0%,59963
2026-12-10,Fall,Amadou,amadou.fall426@example.sn,Imprimante,Ziguinchor,Premium,16,1204,708,5%,14010
2026-02-23,Gaye,Moussa,moussa.gaye216@example.sn,Tablette,Tambacounda,Standard,4,1019,803,10%,45970
2026-08-06,Gaye,Awa,awa.gaye350@example.sn,Clavier,Kaolack,Premium,2,516,298,5%,73211
2026-01-16,Fall,Ibrahima,ibrahima.fall629@example.sn,Ecran,Matam,Premium,17,514,81,5%,7828
2026-04-09,Ba,Moussa,moussa.ba730@example.sn,Casque,Louga,Standard,17,157,534,0%,58113
2026-01-20,Ndiaye,Fatou,fatou.ndiaye320@example.sn,Laptop,Matam,VIP,3,614,276,0%,32778
2026-02-15,Cisse,Omar,omar.cisse317@example.sn,Souris,Fatick,Standard,16,432,884,5%,36593
2026-07-12,Gaye,Seydou,seydou.gaye302@example.sn,Souris,Thies,Premium,5,840,65,0%,47491
2026-02-27,Sow,Moussa,moussa.sow634@example.sn,Laptop,Kolda,Standard,7,1420,136,0%,31790
2026-04-21,Diallo,Awa,awa.diallo385@example.sn,Clavier,Louga,Premium,13,209,990,0%,49416
2026-05-09,Cisse,Amadou,amadou.cisse536@example.sn,Imprimante,Louga,Standard,9,279,1194,5%,18151
2026-12-03,Ba,Omar,omar.ba349@example.sn,Souris,Thies,Standard,8,1277,121,0%,75945
2026-07-13,Sow,Omar,omar.sow92@example.sn,Clavier,Kolda,VIP,1,581,235,5%,76969
2026-12-06,Diop,Mariama,mariama.diop586@example.sn,Souris,Dakar,Premium,4,439,909,0%,1152
2026-11-22,Fall,Fatou,fatou.fall461@example.sn,Souris,Louga,Premium,7,1076,740,10%,30680
2026-01-08,Diop,Omar,omar.diop12@example.sn,Casque,Matam,Premium,11,378,70,0%,20591
2026-01-29,Traore,Seydou,seydou.traore465@example.sn,Clavier,Thies,Standard,8,82,732,0%,7885
2026-04-22,Dramé,Omar,omar.dramé882@example.sn,Tablette,Saint-Louis,VIP,8,981,550,5%,46177
2026-06-10,Fall,Mariama,mariama.fall245@example.sn,Laptop,Tambacounda,Premium,11,881,771,0%,56125
2026-05-11,Sow,Fatou,fatou.sow398@example.sn,Souris,Tambacounda,Standard,7,445,689,0%,4577
2026-07-07,Diallo,Ibrahima,ibrahima.diallo402@example.sn,Ecran,Fatick,Premium,11,751,643,0%,64623
2026-06-12,Dramé,Khadija,khadija.dramé650@example.sn,Tablette,Dakar,VIP,18,331,315,0%,48144
2026-07-16,Traore,Ibrahima,ibrahima.traore768@example.sn,Smartphone,Ziguinchor,Premium,4,854,613,5%,33125
2026-12-30,Ndiaye,Penda,penda.ndiaye756@example.sn,Tablette,Louga,Standard,6,1443,285,0%,1186
2026-07-23,Traore,Mariama,mariama.traore39@example.sn,Ecran,Tambacounda,Premium,7,1249,123,0%,44133
2026-07-31,Dramé,Omar,omar.dramé592@example.sn,Laptop,Fatick,Premium,10,188,699,5%,85695
2026-04-19,Gaye,Fatou,fatou.gaye991@example.sn,Smartphone,Tambacounda,Standard,8,502,60,0%,5230
2026-10-03,Cisse,Ibrahima,ibrahima.cisse157@example.sn,Casque,Tambacounda,VIP,4,1353,637,0%,2465
2026-03-14,Ba,Ibrahima,ibrahima.ba614@example.sn,Ecran,Fatick,Standard,9,1300,710,0%,57715
2026-06-16,Diop,Penda,penda.diop292@example.sn,Smartphone,Saint-Louis,Standard,6,653,602,0%,57725
2026-09-17,Ndiaye,Ibrahima,ibrahima.ndiaye738@example.sn,Clavier,Fatick,Standard,17,399,954,0%,39154
2026-08-31,Ba,Mariama,mariama.ba247@example.sn,Laptop,Dakar,Standard,19,580,802,0%,25264
2026-10-02,Traore,Ibrahima,ibrahima.traore748@example.sn,Clavier,Kaolack,Standard,14,1385,689,0%,6340
2026-04-12,Diallo,Seydou,seydou.diallo740@example.sn,Tablette,Fatick,Standard,1,1378,1003,0%,19213
2026-06-22,Diop,Penda,penda.diop328@example.sn,Casque,Fatick,Standard,6,158,314,0%,58633
2026-06-20,Ndiaye,Fatou,fatou.ndiaye980@example.sn,Laptop,Kaolack,Standard,7,772,544,5%,70045
2026-05-21,Ba,Fatou,fatou.ba346@example.sn,Casque,Dakar,Standard,1,548,369,0%,34752
2026-07-07,Diop,Ibrahima,ibrahima.diop40@example.sn,Souris,Matam,Premium,17,106,566,0%,3675
2026-03-27,Diop,Mariama,mariama.diop987@example.sn,Laptop,Kaolack,VIP,17,1168,262,5%,61587
2026-02-21,Ndiaye,Mariama,mariama.ndiaye924@example.sn,Ecran,Thies,Standard,7,683,354,0%,44695
2026-04-21,Sow,Amadou,amadou.sow635@example.sn,Clavier,Kaolack,Premium,14,303,1108,0%,49178
2026-12-31,Cisse,Moussa,moussa.cisse623@example.sn,Tablette,Matam,Premium,7,898,954,0%,4513
2026-12-08,Sow,Seydou,seydou.sow614@example.sn,Smartphone,Matam,Premium,13,194,666,0%,2409
2026-02-12,Diop,Amadou,amadou.diop216@example.sn,Imprimante,Ziguinchor,Standard,18,832,159,0%,56726
2026-07-30,Dramé,Moussa,moussa.dramé967@example.sn,Imprimante,Thies,Standard,7,1015,257,10%,35351
2026-07-19,Fall,Khadija,khadija.fall912@example.sn,Casque,Fatick,VIP,2,217,216,0%,36862
2026-10-25,Dramé,Awa,awa.dramé238@example.sn,Laptop,Saint-Louis,Standard,19,188,1154,0%,83263
2026-12-12,Ndiaye,Moussa,moussa.ndiaye942@example.sn,Laptop,Louga,Standard,14,427,1099,0%,73946
2026-08-28,Diop,Awa,awa.diop592@example.sn,Souris,Kolda,Standard,1,318,601,0%,69707
2026-04-25,Diop,Penda,penda.diop351@example.sn,Casque,Ziguinchor,Standard,16,386,304,10%,46560
2026-01-26,Diallo,Ibrahima,ibrahima.diallo469@example.sn,Smartphone,Kolda,Standard,7,1101,764,0%,85688
2026-10-26,Cisse,Moussa,moussa.cisse145@example.sn,Tablette,Kaolack,Standard,16,515,47,0%,46433
2026-03-18,Diallo,Mariama,mariama.diallo962@example.sn,Laptop,Kolda,Standard,12,1229,445,0%,22763
2026-05-17,Ndiaye,Seydou,seydou.ndiaye987@example.sn,Imprimante,Dakar,Standard,5,993,256,0%,53002
2026-01-20,Gaye,Khadija,khadija.gaye293@example.sn,Laptop,Kaolack,Standard,17,1089,344,5%,48764
2026-07-30,Sow,Fatou,fatou.sow859@example.sn,Casque,Dakar,Standard,13,1241,94,0%,79387
2026-08-28,Diallo,Amadou,amadou.diallo360@example.sn,Casque,Kolda,Standard,14,965,1022,0%,27594
2026-02-08,Ndiaye,Ibrahima,ibrahima.ndiaye26@example.sn,Laptop,Matam,Standard,16,280,809,5%,51421
2026-09-25,Sow,Amadou,amadou.sow224@example.sn,Laptop,Matam,Standard,13,652,202,0%,23445
2026-07-26,Ndiaye,Amadou,amadou.ndiaye404@example.sn,Souris,Fatick,Premium,18,1305,467,0%,31879
2026-09-24,Gaye,Omar,omar.gaye408@example.sn,Laptop,Kolda,Premium,18,402,1132,0%,8686
2026-06-03,Cisse,Amadou,amadou.cisse423@example.sn,Clavier,Saint-Louis,Standard,9,563,253,0%,61205
2026-02-11,Cisse,Amadou,amadou.cisse253@example.sn,Laptop,Fatick,Standard,1,254,52,0%,22176
2026-01-11,Ndiaye,Omar,omar.ndiaye104@example.sn,Tablette,Louga,Standard,2,1331,374,0%,63684
2026-10-21,Diallo,Omar,omar.diallo642@example.sn,Tablette,Ziguinchor,Standard,8,433,759,0%,36467
2026-04-08,Cisse,Seydou,seydou.cisse15@example.sn,Ecran,Kolda,VIP,13,1430,306,0%,36189
2026-10-02,Fall,Moussa,moussa.fall789@example.sn,Souris,Kaolack,Standard,6,374,179,0%,35394
2026-08-18,Diallo,Moussa,moussa.diallo96@example.sn,Smartphone,Saint-Louis,Standard,19,119,663,0%,2554
2026-08-08,Ba,Seydou,seydou.ba198@example.sn,Casque,Saint-Louis,Standard,19,611,138,0%,9984
